pathway_id,pathway_name,mean_abs_ig_attribution
R-HSA-9031628,NGF-stimulated transcription,0.009222355522523172
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,0.0087062920460294
R-HSA-3371568,Attenuation phase,0.007241614198966648
R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,0.0058799889609357165
R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,0.005501190862565626
R-HSA-380108,Chemokine receptors bind chemokines,0.005250177153863193
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,0.005055327454745462
R-HSA-110331,Cleavage of the damaged purine,0.004739998816727456
R-HSA-5260271,Diseases of Immune System,0.004243099022302749
R-HSA-1482839,Acyl chain remodelling of PE,0.004235971817232471
R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,0.0041759434888646325
R-HSA-190872,Transport of connexons to the plasma membrane,0.004127607364998028
R-HSA-389977,Post-chaperonin tubulin folding pathway,0.004044432769663715
R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,0.0040422070600019165
R-HSA-9646399,Aggrephagy,0.0038623838806170897
R-HSA-917977,Transferrin endocytosis and recycling,0.003813691076946694
R-HSA-9640148,Infection with Enterobacteria,0.0036812852981226094
R-HSA-212676,Dopamine Neurotransmitter Release Cycle,0.003662797258258408
R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,0.0035983339068274044
R-HSA-192105,Synthesis of bile acids and bile salts,0.0032380398280038446
R-HSA-392451,G beta:gamma signalling through PI3Kgamma,0.003196638992092682
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,0.0031262792102217684
R-HSA-1592389,Activation of Matrix Metalloproteinases,0.003100758919561335
R-HSA-2559585,Oncogene Induced Senescence,0.003086306616876878
R-HSA-9619483,Activation of AMPK downstream of NMDARs,0.0030293021213877993
R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,0.0029876720502390705
R-HSA-196071,Metabolism of steroid hormones,0.0029589812711363376
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,0.002955647856831966
R-HSA-9613829,Chaperone Mediated Autophagy,0.002872526925648305
R-HSA-163560,Triglyceride catabolism,0.002850654941292575
R-HSA-1483166,Synthesis of PA,0.002812050696764605
R-HSA-1227990,Signaling by ERBB2 in Cancer,0.0028098671651271123
R-HSA-156590,Glutathione conjugation,0.0027903487910971446
R-HSA-5620924,Intraflagellar transport,0.0027890498243441347
R-HSA-5626467,RHO GTPases activate IQGAPs,0.0027871123786811064
R-HSA-9830674,Formation of the ureteric bud,0.0027030750998251205
R-HSA-177243,Interactions of Rev with host cellular proteins,0.0026627507046712525
R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,0.002632006300116792
R-HSA-9932298,Degradation of CRY and PER proteins,0.0026202817583271757
R-HSA-6803529,FGFR2 alternative splicing,0.002594802297853203
R-HSA-5689901,Metalloprotease DUBs,0.002555867085449819
R-HSA-9958863,SLC-mediated transport of amino acids,0.002543774559218251
R-HSA-1638074,Keratan sulfate/keratin metabolism,0.0025020923333542162
R-HSA-1296059,G protein gated Potassium channels,0.0024961467677356527
R-HSA-73728,RNA Polymerase I Promoter Opening,0.0024638681443455482
R-HSA-181429,Serotonin Neurotransmitter Release Cycle,0.0024091058568055123
