covariate,coef,se(coef),z,p,hazard_ratio,hr_lower_95,hr_upper_95
PC1,0.0022995409555929924,0.002744550125264085,0.8378571535004219,0.4021109350721126,1.0023021869276811,0.9969249603592704,1.0077084172493511
PC2,0.004643020873768287,0.0033760118604671124,1.3752975598627988,0.16903921271655084,1.004653816396665,0.9980279846096766,1.0113236365763099
PC3,-0.000792421842163006,0.003988908325965645,-0.19865631832267652,0.8425315958280379,0.9992078920411102,0.9914262835863938,1.007050577583599
PC4,0.0031733305090921753,0.004773541408788759,0.6647748992497748,0.5061944795061669,1.0031783708525004,0.99383626359059,1.012608294358686
PC5,-0.002345831030156126,0.005825979993756184,-0.4026500318693505,0.6872056979756809,0.997656918281228,0.9863295492058056,1.0091143750035978
PC6,0.018389016055361206,0.006174254818270692,2.978337726027263,0.0028981644899453685,1.0185591351856538,1.006307284284287,1.0309601530987809
PC7,-0.008390159838645241,0.007589149062469279,-1.1055468497960084,0.2689227057027259,0.9916449393212982,0.9770036490415036,1.006505642682372
PC8,-0.0006556731638988851,0.007593163233145998,-0.08635046340591136,0.9311878242503284,0.999344541742778,0.9845818230311784,1.0143286111422125
PC9,0.017770148619442976,0.007386041724086849,2.4059095904498067,0.016132256542213348,1.0179289771175966,1.003298936393006,1.0327723521574537
PC10,-0.0009555229327449728,0.010571848510142505,-0.09038371405230179,0.9279822980226566,0.9990449334339246,0.9785568976456872,1.019961927018556
PC11,0.007957359050765311,0.008915874384123888,0.8924934008642648,0.37212852832151333,1.0079891029757029,0.9905273957283056,1.02575863736782
PC12,-0.006354632000682463,0.009668427021958113,-0.6572560341253402,0.5110163012398801,0.9936655159730063,0.9750127326281929,1.012675142172139
PC13,0.010062107210421641,0.010418415375872455,0.9658001574523538,0.3341441897131048,1.010112900430508,0.9896954722844821,1.0309515403368907
PC14,0.019102967008922347,0.0101872082418131,1.875191569218618,0.06076637359709023,1.0192865961062865,0.999136411961941,1.0398431611173384
PC15,-0.024564139893692206,0.011275643244781247,-2.1785133992299133,0.029367835766394387,0.9757351033655118,0.9544076424315152,0.9975391537248951
PC16,0.009627414461458499,0.011386780531305521,0.8454904733598737,0.3978370494633887,1.0096739070975786,0.9873895116731828,1.0324612390769612
PC17,-0.006720121055506792,0.01095331767637857,-0.6135237974517165,0.5395300524729396,0.9933024084627142,0.9722049686056554,1.0148576756122631
PC18,-0.010177728177165044,0.01261779309958758,-0.8066171395295513,0.41988709597298834,0.98987388963249,0.9656936740646858,1.0146595589177703
PC19,0.020344139551759063,0.01224285931384796,1.6617147212291907,0.09656998802063389,1.0205524920778057,0.9963547952449796,1.0453378596227192
PC20,0.003681346341732573,0.012628566404535873,0.2915094416742603,0.7706617238785114,1.00368813081996,0.9791497912532066,1.0288414223726832
PC21,0.01875131517870675,0.012401814594263922,1.511981576258977,0.13053854953131536,1.0189282251238505,0.9944591659344625,1.043999355145429
PC22,0.04506108332869202,0.013694851905323002,3.2903666020059257,0.0010005693111258052,1.0460917567238,1.0183861552854374,1.0745511000969654
PC23,0.00807099944313526,0.014318181008847632,0.5636888818592214,0.5729658852652854,1.008103657761772,0.980205892168978,1.0367954252385456
PC24,-0.0017648863188865914,0.014195780728551837,-0.1243247097594916,0.9010581835169978,0.9982366701771586,0.9708448409117847,1.0264013441638358
PC25,0.021915033349070814,0.01293114481192014,1.6947481191973952,0.0901232131319951,1.0221569315294927,0.9965758652837622,1.048394637147161
PC26,-0.017833528201652606,0.015399889283570696,-1.1580296373090309,0.2468519420025728,0.9823245480816247,0.9531172873331348,1.012426834124239
PC27,-0.031064433125676402,0.014333144575176777,-2.167314573766048,0.03021087599743484,0.9694131087469934,0.9425584020942195,0.9970329406883479
PC28,-0.008472491189151953,0.014273013306030282,-0.5936021362477372,0.5527782518880421,0.9915632992150369,0.964208619737422,1.0196940332455833
PC29,-0.009089364478714744,0.016064011261741114,-0.5658215952800312,0.5715150646266602,0.9909518189231608,0.9602373105763651,1.0226487729764444
PC30,-0.04023303663980686,0.01501048375218244,-2.6803291155727877,0.007354980683644467,0.9605655660961867,0.9327168712547845,0.9892457563551922
PC31,-0.0007337235800938971,0.015215964893873472,-0.04822064096568218,0.9615404002093042,0.9992665455292308,0.9699051315707314,1.0295168017070162
PC32,0.0004902867633004959,0.01563440391798417,0.0313594791251697,0.9749828562188564,1.0004904069735006,0.9702969261283662,1.031623441743827
PC33,0.022219041608381458,0.01637477181057373,1.3569069459663488,0.17481077954852278,1.02246772291817,0.9901730915959303,1.0558156480746814
PC34,-0.025589892670416694,0.017788720116239172,-1.4385460282247005,0.15027918745140595,0.9747347535174157,0.9413353900913686,1.0093191541671849
PC35,0.041429622131074366,0.01661759746790469,2.4931174443894037,0.012662695454857542,1.0422998044311167,1.0088984893366055,1.0768069273564798
PC36,-0.021083785459825432,0.016632543369267158,-1.267622455071007,0.20493280899597677,0.9791369236952076,0.9477319494411187,1.011582563939803
PC37,-0.012483861280180728,0.01684027356612134,-0.7413098861585784,0.458505568796704,0.9875937388639154,0.9555283958104343,1.0207351213419136
PC38,-0.03075969555279957,0.01762619483162921,-1.7451126489083755,0.08096526221464903,0.9697085703617091,0.936779792763547,1.0037948285145173
PC39,0.0016059787317569535,0.016579891787445483,0.0968630406244884,0.9228351600538849,1.0016072690062257,0.9695816306127983,1.034690726032065
PC40,-0.017896924639151376,0.018154082214975897,-0.9858347245110313,0.3242142228236897,0.9822622741788014,0.94792591759216,1.0178423834277182
PC41,-0.048146153055617015,0.016481814869892523,-2.9211681744809557,0.003487215315607825,0.9529944938414255,0.9227005667197649,0.9842830253380623
PC42,0.016004252931713696,0.01862540148568619,0.8592702253432296,0.3901914471539555,1.0161330069411958,0.9797071936218977,1.0539131431486082
PC43,-0.0027018071611070345,0.017257009519972305,-0.15656288292476822,0.8755893568537451,0.9973018394349884,0.9641334640015589,1.0316112821272256
PC44,-0.015909851964886257,0.018585788823788557,-0.8560224220627493,0.39198537721322113,0.9842160411984482,0.94900804974889,1.020730241443854
PC45,-0.046348907279108544,0.018748988534645374,-2.472075077194835,0.013433130211480319,0.9547087992231242,0.9202619466857379,0.9904450516471471
PC46,-0.01264493617328798,0.017411270510626173,-0.7262500554207529,0.46768549114607816,0.9874346751189264,0.9543058834540039,1.0217135349707966
PC47,-0.03325282707413491,0.018861877215880576,-1.7629648784977783,0.07790641340814485,0.9672939705665647,0.9321867522515115,1.0037233668409635
PC48,-0.025377766019524687,0.02027245369532842,-1.2518349480986968,0.21063001267010356,0.9749415426681569,0.9369627282693337,1.014459788999139
PC49,-0.019290363974693876,0.020063356819593557,-0.961472407042834,0.33631469289233107,0.9808945044615178,0.9430702117998575,1.0202358391179882
PC50,-0.009588586069305335,0.01921094632057824,-0.499120965167359,0.6176941687841808,0.9904572378429677,0.953856497403163,1.0284623972958933
