covariate,coef,se(coef),z,p,hazard_ratio,hr_lower_95,hr_upper_95
PC1,-0.00030727210453153624,0.002693371797486525,-0.11408454815569276,0.9091707710313763,0.9996927750987067,0.9944292934249257,1.0049841162085615
PC2,0.0032566687923071868,0.0033639425260662188,0.9681107114857644,0.3329890808840185,1.0032619774994544,0.9966689019002161,1.0098986670268235
PC3,-0.003872775992921928,0.0036843473837401153,-1.051143008396383,0.2931929136564242,0.9961347135324862,0.9889672156823293,1.0033541575185891
PC4,0.004114014715789695,0.0044024739306072385,0.9344779277823557,0.35005741639351096,1.0041224888913063,0.9954953423547779,1.012824399873429
PC5,0.01175176580013662,0.005771207893657488,2.0362749040892667,0.0417227583808184,1.0118210890907247,1.0004402952300704,1.0233313484172508
PC6,0.014843685030806063,0.0060335787838992185,2.4601792008445917,0.013886765783888165,1.014954399649473,1.003022428970242,1.0270283132406246
PC7,0.002021851326700138,0.0075994389570391814,0.26605270969738426,0.790198614908407,1.0020238966463055,0.9872094542641232,1.0170606502129553
PC8,0.0026025102516114462,0.007415326582131531,0.35096367271033346,0.7256156019480943,1.0026058997211549,0.9881393685971198,1.0172842233609156
PC9,0.016643189873987423,0.007504730953281654,2.2176930762201037,0.02657576666484451,1.0167824593150567,1.001935788429504,1.031849127967861
PC10,0.009383982169760916,0.010010368701649659,0.9374262276887446,0.3485393549453417,1.009428149778354,0.9898158725391599,1.0294290259773933
PC11,0.021035161320685954,0.008885603267803683,2.367330690635861,0.017916915724993134,1.021257959784863,1.0036259367770668,1.0391997478395312
PC12,-0.013552675716211656,0.00956798368953483,-1.4164609970055824,0.15664057585674593,0.9865387483138808,0.9682103382322602,1.0052141187643953
PC13,0.005692157321903911,0.010561919788664692,0.5389320725587097,0.589933725901443,1.005708388431455,0.9851028712324253,1.0267449137530258
PC14,0.021631597076919928,0.010069176725295103,2.1482984822958264,0.03169005139262911,1.021867256233449,1.0018978092601396,1.0422347266466083
PC15,-0.0243657870053714,0.010966452770563281,-2.2218476215732497,0.026293605179363765,0.9759286624373662,0.9551756445331503,0.9971325793512017
PC16,0.008813598225609664,0.011095933335013587,0.7943088660958391,0.42701564380338763,1.0088525523403198,0.9871488591522751,1.0310334281676732
PC17,0.012210767345077337,0.012120963934644957,1.0074089330614786,0.31373830026694244,1.0122856231365875,0.9885200809929513,1.0366225254419856
PC18,-0.015887090015238137,0.012344503583413978,-1.2869768239675479,0.19810236624753436,0.984238444129387,0.9607103530659604,1.0083427453557645
PC19,-0.02916909649214119,0.011657592809988822,-2.502154344175379,0.012344009741775214,0.971252215237431,0.9493117995824779,0.9936997159610873
PC20,0.01558850278554538,0.012111306953966436,1.2871032700925944,0.19805829582198808,1.015710637301237,0.9918834595963449,1.0401101951500744
PC21,-0.036307739509154384,0.011985245157956556,-3.0293697818146867,0.0024506452424297594,0.9643434812254676,0.9419540168149352,0.9872651246040198
PC22,0.04051849932673216,0.013574290263612579,2.984944224697079,0.002836300353448381,1.041350573808838,1.0140101250849856,1.0694281947935287
PC23,0.00014644235557461418,0.013461137038945824,0.01087889939393132,0.9913200653477572,1.0001464530787798,0.9741038233153914,1.0268853315876918
PC24,0.0043233054101979255,0.014216623913356895,0.3041021157024535,0.7610500950310743,1.0043326643773969,0.9767336567523097,1.0327115214697609
PC25,-0.0039588382801740395,0.012096575019491995,-0.32726935300239174,0.7434641700232614,0.9960489875895666,0.9727111314366345,1.0199467792795893
PC26,0.020271623266775174,0.013977825446611532,1.4502701685754251,0.14698319446018537,1.020478488085729,0.9929004074207174,1.0488225574918888
PC27,0.014144129126829691,0.01494839187127337,0.9461973735121805,0.3440479255509087,1.0142446305974422,0.9849595359173051,1.0444004379709957
PC28,0.014577284432564097,0.014389959043890722,1.013017784699874,0.31105166613365615,1.014684051202311,0.9864653924370052,1.0437099280500934
PC29,0.020706057527041646,0.01565986277344311,1.322237482320481,0.18608908334325197,1.0209219152158127,0.9900624336897353,1.052743262951185
PC30,0.03344591333962841,0.015960768889336435,2.095507652013807,0.036125888947054256,1.0340115159841343,1.0021651468691937,1.0668698851960388
PC31,-0.010865326012952979,0.014969417553303716,-0.7258349213830986,0.4679399759810965,0.989193488436278,0.9605921282360791,1.018646446084817
PC32,-0.020478865057035823,0.0159028693964197,-1.2877465409887818,0.19783420685412736,0.9797294027807518,0.9496626249683118,1.0107481093142499
PC33,-0.0060248883035465195,0.016275654480897517,-0.3701779434195926,0.7112499097203315,0.9939932249409738,0.962784982350317,1.0262130686922757
PC34,0.0017271291453724625,0.016171972624871706,0.10679767925875797,0.9149494886297337,1.0017286214919496,0.9704747082976347,1.0339890597214931
PC35,-0.030977652110370287,0.01622596509512198,-1.909140807882245,0.0562439296905197,0.9694972390512253,0.9391495533646889,1.000825580079852
