covariate,coef,se(coef),z,p,hazard_ratio,hr_lower_95,hr_upper_95
PC1,0.003647614275278183,0.002958433397049435,1.2329546708457577,0.21759267649435096,1.0036542749162496,0.9978513963775029,1.0094908993609073
PC2,0.0046101260661394194,0.0036034671013289365,1.2793584446599313,0.2007708602779957,1.004620769046187,0.997550335883722,1.0117413159957027
PC3,-0.00034283312012362715,0.003982423778233281,-0.08608654910043699,0.9313976161906131,0.9996572256404352,0.9918847243663663,1.0074906329599058
PC4,0.003637637400624325,0.0052473078394174215,0.6932388020574358,0.4881597012665342,1.0036442616333037,0.9933749570436445,1.0140197281671586
PC5,-0.0005225027371453645,0.005798883004672035,-0.09010403153924564,0.9282045455488804,0.9994776337436382,0.9881820733688862,1.0109023096808136
PC6,0.020117969957867993,0.0063872124674367575,3.1497261223786257,0.0016342358557465636,1.0203217002351603,1.007627979450832,1.0331753317709136
PC7,-0.005332481901746932,0.007823415126792948,-0.6816053878420326,0.49548850717464943,0.9946817105416805,0.9795457104598662,1.0100515930202327
PC8,-0.011729197573919456,0.008099909797552053,-1.4480652090056907,0.14759881442141104,0.9883393213117885,0.9727725158631569,1.0041552347768616
PC9,0.006969168093406135,0.008488589148423148,0.8210042884100165,0.4116438255193515,1.0069935092583984,0.9903781227159558,1.0238876489998692
PC10,0.0013003892141456974,0.011328991495988443,0.1147841989824214,0.9086161736531029,1.0013012350868147,0.9793125489651544,1.023783637252314
PC11,0.008695219679506866,0.009200792741486117,0.9450511411153046,0.3446327675301952,1.0087331329104303,0.9907051327401858,1.0270891911268056
PC12,-0.0062773090967698205,0.009634078487140955,-0.6515733814239143,0.5146764241241919,0.9937423520467751,0.9751537745515989,1.0126852687470198
PC13,-0.0009711770110317843,0.01111201000749418,-0.08739886036610851,0.9303544752099696,0.9990292944287321,0.977506129429933,1.0210263660534014
PC14,0.018504937319113977,0.0101991161117121,1.8143667663381076,0.06962127871986112,1.018677214691642,0.998515772297194,1.039245745056758
PC15,-0.0045111992490607915,0.012562687950297568,-0.35909506523673035,0.7195239731251922,0.9954989609263378,0.9712862376916664,1.020315271387605
PC16,0.02092936447712308,0.012088455629312276,1.7313513916842471,0.08338911059177675,1.0211499196315088,0.9972398077983653,1.0456333072639161
PC17,-0.0016134124357045014,0.013654943452374432,-0.11815592216340876,0.9059441142531794,0.9983878884144427,0.9720217467208659,1.025469213106909
PC18,0.01636554056899992,0.011523210781009477,1.4202240052721,0.15554247715934122,1.0165001895597185,0.9937993512993867,1.0397195711830016
PC19,-0.04474465048577175,0.012747573931573272,-3.5100522441331306,0.00044801865762853995,0.9562416264954733,0.932645697788654,0.9804345320101602
PC20,0.017579830662936245,0.013971180182836499,1.2582924586809745,0.20828600748993348,1.0177352653887974,0.9902442169417236,1.0459895172273068
PC21,-0.009423085786404767,0.015102914374871474,-0.6239249957003717,0.5326768439401387,0.990621172361262,0.9617268599853491,1.0203835911844563
PC22,-0.06592721127737518,0.014771831625774888,-4.46303565783548,8.080659929520548e-06,0.9361990065414039,0.9094820646186258,0.9637007852558832
PC23,-0.008512837760860849,0.014693848701656803,-0.5793470406361939,0.5623550307595976,0.9915232938423265,0.9633747626898149,1.0204942876923573
PC24,0.030924646933231326,0.014195551820462183,2.1784744492042205,0.0293707324606954,1.031407781218835,1.0031061795742768,1.0605078832335006
PC25,-0.0013708218443507115,0.014639133494309906,-0.09364091425790584,0.9253944075104462,0.9986301173027303,0.9703838894162047,1.0276985449377467
PC26,-0.018164617697049787,0.015526014833991651,-1.1699472073980859,0.24202221467108834,0.9819993645780758,0.95256626316693,1.0123419118641979
PC27,-0.016029789682588044,0.015364300002484687,-1.0433140253702242,0.2968028774067824,0.9840980036514598,0.9549046201406317,1.0141838884894725
PC28,0.03345512739744134,0.015068995954111672,2.220129828113259,0.02640995595394664,1.0340210434699153,1.0039275881654937,1.0650165718549403
PC29,-0.017183174673637645,0.016557124990333013,-1.0378114970847991,0.29935782317228815,0.9829636141040216,0.9515765537199985,1.0153859538417647
PC30,-0.006819962513570915,0.01613368444580624,-0.42271574955364166,0.6725026632692344,0.9932032406525665,0.9622875311674781,1.0251121887092975
PC31,-0.007082688114033394,0.01755245814176615,-0.40351545389418175,0.6865690683504941,0.9929423350095814,0.9593632401825339,1.0276967465072877
PC32,-0.031538453561706335,0.018302877427761186,-1.7231418221634307,0.08486288138979602,0.9689536960166056,0.9348098930382398,1.0043445967102476
