,fold,epoch,train_loss,val_loss,cindex
0,1,1,1.0977398265491833,2.8771443367004395,0.6356275303643725
1,1,2,1.0829258615320378,2.8739613691965737,0.6194331983805668
2,1,3,0.9822853045030073,2.8710266749064126,0.6564488143435512
3,1,4,1.0651916157115588,2.867908318837484,0.6795835743204164
4,1,5,1.0789176550778476,2.8664294878641763,0.6443030653556969
5,1,6,1.0369091900912197,2.8652671178181968,0.6171197223828803
6,1,7,1.0434295697645708,2.8646962642669678,0.6182764603817236
7,1,8,1.0670343095606023,2.8633012771606445,0.6240601503759399
8,1,9,1.0741689205169678,2.8623152573903403,0.6252168883747831
9,2,1,1.1477526968175715,2.722745180130005,0.6005936675461742
10,2,2,1.1054548566991633,2.717914899190267,0.683047493403694
11,2,3,1.149389765479348,2.714009443918864,0.6777704485488126
12,2,4,1.0860707326368852,2.7114400068918862,0.6665567282321899
13,2,5,1.095875003121116,2.710169871648153,0.6606200527704486
14,2,6,1.1037066849795254,2.708627223968506,0.6593007915567283
15,2,7,1.0700035095214844,2.706341505050659,0.6593007915567283
16,3,1,1.0575818582014604,2.52811861038208,0.6574585635359116
17,3,2,1.1126656098799272,2.5247055689493814,0.6850828729281768
18,3,3,1.074528087269176,2.5195422172546387,0.6866614048934491
19,3,4,1.1777391867204146,2.5142593383789062,0.6882399368587214
20,3,5,1.0903305140408603,2.5094602902730307,0.691397000789266
21,3,6,1.0517991672862659,2.505155007044474,0.6842936069455406
22,3,7,1.1513283469460227,2.501817067464193,0.6866614048934491
23,3,8,1.1850478432395242,2.4977237383524575,0.6874506708760852
24,3,9,1.0157729929143733,2.491428772608439,0.691397000789266
25,3,10,1.1081196394833652,2.4882726669311523,0.691397000789266
26,4,1,1.0551545186476274,3.1421037515004477,0.7137118371719335
27,4,2,1.0744881196455522,3.1359311739603677,0.6521156936261382
28,4,3,1.04094275561246,3.1316465536753335,0.6847884306373861
29,4,4,1.072820164940574,3.1274563471476235,0.6880021424745582
30,4,5,1.0665826147252864,3.1223442554473877,0.6885377611140868
31,4,6,1.1075352321971546,3.118116537729899,0.6885377611140868
32,5,1,1.0052847212011164,3.0316923459370932,0.6425449247207382
33,5,2,1.0548138401725076,3.0275042057037354,0.6250607090820787
34,5,3,1.0757012367248535,3.0224440892537436,0.6240893637688198
35,5,4,0.9698532061143355,3.0171031951904297,0.6381738708110734
36,5,5,1.073771520094438,3.0120575428009033,0.6240893637688198
37,5,6,1.0482273318550803,3.004059632619222,0.6240893637688198
